STORE_LOCATION;PRODUCT_CATEGORY;PRODUCT_DETAIL;PRODUCT_TYPE;REVENUE;NUMBER_OF_SALES;TRANSACTION_DATE;DAY_NAME;MONTH_NAME;HOUR_OF_DAY;DAY_CLASSIFICATION;TRANSACTION_TIME;TIME_CATEGORISATIONS
Lower Manhattan;Tea;Earl Grey Lg;Brewed Black tea;6;1;2023/06/08;Thu;Jun;10;Weekday;10:32:28.000;Morning
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/06/08;Thu;Jun;10;Weekday;10:43:09.000;Morning
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/06/08;Thu;Jun;10;Weekday;10:54:04.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/06/08;Thu;Jun;11;Weekday;11:17:35.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/06/08;Thu;Jun;12;Weekday;12:05:32.000;Afternoon
Astoria;Bakery;Chocolate Croissant;Pastry;7,5;1;2023/06/08;Thu;Jun;12;Weekday;12:34:33.000;Afternoon
Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea;6;1;2023/06/08;Thu;Jun;12;Weekday;12:35:50.000;Afternoon
Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/08;Thu;Jun;14;Weekday;14:23:49.000;Afternoon
Hell's Kitchen;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/06/08;Thu;Jun;14;Weekday;14:28:31.000;Afternoon
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/08;Thu;Jun;14;Weekday;14:30:39.000;Afternoon
Astoria;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/08;Thu;Jun;15;Weekday;15:23:20.000;Afternoon
Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/06/08;Thu;Jun;17;Weekday;17:35:10.000;Evening
Astoria;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/06/08;Thu;Jun;17;Weekday;17:52:39.000;Evening
Hell's Kitchen;Coffee beans;Columbian Medium Roast;Gourmet Beans;15;1;2023/06/08;Thu;Jun;18;Weekday;18:46:56.000;Evening
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;5;1;2023/06/08;Thu;Jun;19;Weekday;19:27:54.000;Evening
Hell's Kitchen;Tea;Serenity Green Tea Lg;Brewed Green tea;3;1;2023/06/09;Fri;Jun;6;Weekday;06:50:14.000;Morning
Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/06/09;Fri;Jun;6;Weekday;06:57:56.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/06/09;Fri;Jun;7;Weekday;07:14:02.000;Morning
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/06/09;Fri;Jun;7;Weekday;07:15:46.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/06/09;Fri;Jun;7;Weekday;07:32:37.000;Morning
Lower Manhattan;Tea;Lemon Grass Lg;Brewed herbal tea;6;1;2023/06/09;Fri;Jun;7;Weekday;07:58:31.000;Morning
Astoria;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/06/09;Fri;Jun;8;Weekday;08:15:41.000;Morning
Hell's Kitchen;Coffee;Latte;Barista Espresso;7,5;1;2023/06/09;Fri;Jun;8;Weekday;08:15:59.000;Morning
Hell's Kitchen;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/06/09;Fri;Jun;8;Weekday;08:34:03.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/06/09;Fri;Jun;9;Weekday;09:16:45.000;Morning
Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup;1,6;1;2023/06/09;Fri;Jun;9;Weekday;09:48:14.000;Morning
Lower Manhattan;Coffee;Ethiopia Sm;Gourmet brewed coffee;4,4;1;2023/06/09;Fri;Jun;9;Weekday;09:52:41.000;Morning
Lower Manhattan;Bakery;Scottish Cream Scone ;Scone;5,63;1;2023/06/09;Fri;Jun;9;Weekday;09:53:07.000;Morning
Hell's Kitchen;Coffee;Ethiopia Lg;Gourmet brewed coffee;7;1;2023/06/09;Fri;Jun;10;Weekday;10:20:48.000;Morning
Astoria;Coffee;Latte;Barista Espresso;7,5;1;2023/06/09;Fri;Jun;10;Weekday;10:47:11.000;Morning
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/06/09;Fri;Jun;11;Weekday;11:07:41.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;7,5;1;2023/06/09;Fri;Jun;11;Weekday;11:19:31.000;Morning
Hell's Kitchen;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/09;Fri;Jun;11;Weekday;11:22:47.000;Morning
Hell's Kitchen;Loose Tea;Peppermint;Herbal tea;8,95;1;2023/06/09;Fri;Jun;11;Weekday;11:53:17.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/09;Fri;Jun;13;Weekday;13:57:15.000;Afternoon
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/06/09;Fri;Jun;17;Weekday;17:26:00.000;Evening
Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;2,45;1;2023/06/09;Fri;Jun;18;Weekday;18:50:07.000;Evening
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/06/09;Fri;Jun;19;Weekday;19:05:39.000;Evening
Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/09;Fri;Jun;20;Weekday;20:01:09.000;Night
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;6;1;2023/06/10;Sat;Jun;6;Weekend;06:40:02.000;Morning
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;4,4;1;2023/06/10;Sat;Jun;7;Weekend;07:16:18.000;Morning
Astoria;Tea;Earl Grey Rg;Brewed Black tea;2,5;1;2023/06/10;Sat;Jun;7;Weekend;07:32:56.000;Morning
Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea;3;1;2023/06/10;Sat;Jun;7;Weekend;07:38:09.000;Morning
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/06/10;Sat;Jun;7;Weekend;07:56:34.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/06/10;Sat;Jun;9;Weekend;09:34:18.000;Morning
Hell's Kitchen;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/06/10;Sat;Jun;10;Weekend;10:05:15.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/06/10;Sat;Jun;10;Weekend;10:29:37.000;Morning
Astoria;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/06/10;Sat;Jun;10;Weekend;10:50:14.000;Morning
Astoria;Coffee;Ethiopia Sm;Gourmet brewed coffee;2,2;1;2023/06/10;Sat;Jun;11;Weekend;11:49:17.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Lg;Brewed Chai tea;6;1;2023/06/10;Sat;Jun;13;Weekend;13:18:34.000;Afternoon
Hell's Kitchen;Bakery;Scottish Cream Scone ;Scone;4,5;1;2023/06/10;Sat;Jun;15;Weekend;15:26:17.000;Afternoon
Hell's Kitchen;Bakery;Almond Croissant;Pastry;3,75;1;2023/06/10;Sat;Jun;15;Weekend;15:55:22.000;Afternoon
Hell's Kitchen;Coffee;Latte;Barista Espresso;7,5;1;2023/06/10;Sat;Jun;16;Weekend;16:41:13.000;Evening
Hell's Kitchen;Coffee;Our Old Time Diner Blend Sm;Drip coffee;4;1;2023/06/10;Sat;Jun;18;Weekend;18:43:30.000;Evening
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/06/11;Sun;Jun;6;Weekend;06:45:38.000;Morning
Hell's Kitchen;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;3,1;1;2023/06/11;Sun;Jun;6;Weekend;06:53:57.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/06/11;Sun;Jun;6;Weekend;06:57:04.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/11;Sun;Jun;7;Weekend;07:17:45.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/06/11;Sun;Jun;7;Weekend;07:34:01.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/11;Sun;Jun;7;Weekend;07:47:08.000;Morning
Astoria;Coffee;Latte Rg;Barista Espresso;4,25;1;2023/06/11;Sun;Jun;9;Weekend;09:05:28.000;Morning
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/11;Sun;Jun;9;Weekend;09:28:29.000;Morning
Lower Manhattan;Tea;Peppermint Lg;Brewed herbal tea;6;1;2023/06/11;Sun;Jun;9;Weekend;09:41:09.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;6;1;2023/06/11;Sun;Jun;9;Weekend;09:47:31.000;Morning
Lower Manhattan;Flavours;Sugar Free Vanilla syrup;Sugar free syrup;0,8;1;2023/06/11;Sun;Jun;10;Weekend;10:02:05.000;Morning
Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/06/11;Sun;Jun;10;Weekend;10:13:57.000;Morning
Astoria;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/06/11;Sun;Jun;10;Weekend;10:20:34.000;Morning
Astoria;Tea;Lemon Grass Lg;Brewed herbal tea;3;1;2023/06/11;Sun;Jun;10;Weekend;10:25:21.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;2,5;1;2023/06/11;Sun;Jun;12;Weekend;12:16:40.000;Afternoon
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;4;1;2023/06/11;Sun;Jun;12;Weekend;12:22:06.000;Afternoon
Hell's Kitchen;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/06/11;Sun;Jun;12;Weekend;12:47:49.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/11;Sun;Jun;14;Weekend;14:49:44.000;Afternoon
Hell's Kitchen;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/06/11;Sun;Jun;18;Weekend;18:11:49.000;Evening
Lower Manhattan;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/06/12;Mon;Jun;6;Weekday;06:06:24.000;Morning
Lower Manhattan;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/06/12;Mon;Jun;6;Weekday;06:28:30.000;Morning
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;7,5;1;2023/06/12;Mon;Jun;7;Weekday;07:24:53.000;Morning
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/06/12;Mon;Jun;7;Weekday;07:25:09.000;Morning
Lower Manhattan;Bakery;Oatmeal Scone;Scone;3;1;2023/06/12;Mon;Jun;7;Weekday;07:49:43.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;4;1;2023/06/11;Sun;Jun;9;Weekend;09:23:02.000;Morning
Astoria;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/06/12;Mon;Jun;8;Weekday;08:35:03.000;Morning
Hell's Kitchen;Coffee;Cappuccino;Barista Espresso;3,75;1;2023/06/12;Mon;Jun;8;Weekday;08:35:39.000;Morning
Hell's Kitchen;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/06/12;Mon;Jun;10;Weekday;10:03:01.000;Morning
Lower Manhattan;Tea;English Breakfast Lg;Brewed Black tea;6;1;2023/06/12;Mon;Jun;10;Weekday;10:32:12.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/12;Mon;Jun;10;Weekday;10:49:50.000;Morning
Astoria;Coffee;Jamaican Coffee River Rg;Premium brewed coffee;6,2;1;2023/06/12;Mon;Jun;11;Weekday;11:38:24.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;5;1;2023/06/12;Mon;Jun;12;Weekday;12:53:22.000;Afternoon
Astoria;Bakery;Almond Croissant;Pastry;3,75;1;2023/06/12;Mon;Jun;13;Weekday;13:35:32.000;Afternoon
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/12;Mon;Jun;13;Weekday;13:37:53.000;Afternoon
Astoria;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/12;Mon;Jun;14;Weekday;14:45:20.000;Afternoon
Hell's Kitchen;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/06/12;Mon;Jun;14;Weekday;14:51:41.000;Afternoon
Lower Manhattan;Flavours;Chocolate syrup;Regular syrup;0,8;1;2023/06/12;Mon;Jun;18;Weekday;18:02:24.000;Evening
Hell's Kitchen;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/12;Mon;Jun;19;Weekday;19:20:10.000;Evening
Astoria;Bakery;Oatmeal Scone;Scone;3;1;2023/06/12;Mon;Jun;19;Weekday;19:57:11.000;Evening
Lower Manhattan;Coffee;Latte;Barista Espresso;7,5;1;2023/06/13;Tue;Jun;7;Weekday;07:16:52.000;Morning
Lower Manhattan;Tea;English Breakfast Rg;Brewed Black tea;2,5;1;2023/06/13;Tue;Jun;7;Weekday;07:19:15.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;3,1;1;2023/06/13;Tue;Jun;7;Weekday;07:41:03.000;Morning
Astoria;Coffee;Espresso shot;Barista Espresso;3;1;2023/06/13;Tue;Jun;8;Weekday;08:03:14.000;Morning
Lower Manhattan;Bakery;Croissant;Pastry;3,5;1;2023/06/13;Tue;Jun;8;Weekday;08:05:23.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/06/13;Tue;Jun;8;Weekday;08:30:33.000;Morning
Astoria;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/06/13;Tue;Jun;8;Weekday;08:31:35.000;Morning
Hell's Kitchen;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/13;Tue;Jun;8;Weekday;08:31:37.000;Morning
Hell's Kitchen;Coffee;Latte;Barista Espresso;7,5;1;2023/06/13;Tue;Jun;8;Weekday;08:36:03.000;Morning
Hell's Kitchen;Flavours;Hazelnut syrup;Regular syrup;0,8;1;2023/06/13;Tue;Jun;8;Weekday;08:36:03.000;Morning
Hell's Kitchen;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/06/13;Tue;Jun;8;Weekday;08:55:42.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;0,8;1;2023/06/13;Tue;Jun;10;Weekday;10:58:58.000;Morning
Lower Manhattan;Flavours;Chocolate syrup;Regular syrup;1,6;1;2023/06/13;Tue;Jun;11;Weekday;11:37:35.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/06/13;Tue;Jun;12;Weekday;12:01:55.000;Afternoon
Lower Manhattan;Tea;Earl Grey Rg;Brewed Black tea;5;1;2023/06/13;Tue;Jun;12;Weekday;12:12:38.000;Afternoon
Hell's Kitchen;Coffee;Ouro Brasileiro shot;Barista Espresso;6;1;2023/06/13;Tue;Jun;14;Weekday;14:14:57.000;Afternoon
Lower Manhattan;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/06/13;Tue;Jun;15;Weekday;15:22:54.000;Afternoon
Hell's Kitchen;Bakery;Chocolate Croissant;Pastry;3,75;1;2023/06/13;Tue;Jun;15;Weekday;15:35:09.000;Afternoon
Lower Manhattan;Coffee;Jamaican Coffee River Lg;Premium brewed coffee;7,5;1;2023/06/13;Tue;Jun;16;Weekday;16:01:52.000;Evening
Hell's Kitchen;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;7,5;1;2023/06/13;Tue;Jun;16;Weekday;16:40:25.000;Evening
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/06/13;Tue;Jun;17;Weekday;17:37:54.000;Evening
Astoria;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/13;Tue;Jun;17;Weekday;17:51:50.000;Evening
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/13;Tue;Jun;18;Weekday;18:05:50.000;Evening
Hell's Kitchen;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/06/13;Tue;Jun;18;Weekday;18:12:00.000;Evening
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/06/13;Tue;Jun;18;Weekday;18:22:19.000;Evening
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;4,75;1;2023/06/14;Wed;Jun;7;Weekday;07:12:29.000;Morning
Hell's Kitchen;Loose Tea;Lemon Grass;Herbal tea;8,95;1;2023/06/14;Wed;Jun;8;Weekday;08:13:22.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/06/14;Wed;Jun;8;Weekday;08:16:21.000;Morning
Hell's Kitchen;Coffee;Espresso shot;Barista Espresso;6;1;2023/06/14;Wed;Jun;8;Weekday;08:17:19.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;4;1;2023/06/14;Wed;Jun;8;Weekday;08:34:39.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Sm;Gourmet brewed coffee;2;1;2023/06/14;Wed;Jun;8;Weekday;08:48:44.000;Morning
Hell's Kitchen;Tea;Peppermint Lg;Brewed herbal tea;6;1;2023/06/14;Wed;Jun;8;Weekday;08:53:41.000;Morning
Hell's Kitchen;Packaged Chocolate;Dark chocolate;Drinking Chocolate;6,4;1;2023/06/14;Wed;Jun;9;Weekday;09:04:40.000;Morning
Lower Manhattan;Tea;Lemon Grass Rg;Brewed herbal tea;5;1;2023/06/14;Wed;Jun;9;Weekday;09:11:46.000;Morning
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;3,5;1;2023/06/14;Wed;Jun;9;Weekday;09:25:42.000;Morning
Astoria;Tea;Serenity Green Tea Lg;Brewed Green tea;6;1;2023/06/14;Wed;Jun;9;Weekday;09:51:04.000;Morning
Astoria;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;4,5;1;2023/06/14;Wed;Jun;10;Weekday;10:23:13.000;Morning
Astoria;Flavours;Carmel syrup;Regular syrup;1,6;1;2023/06/14;Wed;Jun;10;Weekday;10:28:19.000;Morning
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/06/14;Wed;Jun;10;Weekday;10:33:40.000;Morning
Astoria;Loose Tea;English Breakfast;Black tea;8,95;1;2023/06/14;Wed;Jun;10;Weekday;10:55:47.000;Morning
Lower Manhattan;Tea;Traditional Blend Chai Rg;Brewed Chai tea;2,5;1;2023/06/14;Wed;Jun;11;Weekday;11:50:36.000;Morning
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/06/14;Wed;Jun;12;Weekday;12:06:32.000;Afternoon
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/06/14;Wed;Jun;13;Weekday;13:00:54.000;Afternoon
Lower Manhattan;Drinking Chocolate;Sustainably Grown Organic Rg;Hot chocolate;3,75;1;2023/06/14;Wed;Jun;14;Weekday;14:30:53.000;Afternoon
Lower Manhattan;Bakery;Jumbo Savory Scone;Scone;3,75;1;2023/06/14;Wed;Jun;15;Weekday;15:57:56.000;Afternoon
Hell's Kitchen;Tea;Morning Sunrise Chai Rg;Brewed Chai tea;2,5;1;2023/06/14;Wed;Jun;20;Weekday;20:42:51.000;Night
Lower Manhattan;Loose Tea;Serenity Green Tea;Green tea;9,25;1;2023/06/15;Thu;Jun;6;Weekday;06:14:41.000;Morning
Lower Manhattan;Coffee;Espresso shot;Barista Espresso;3;1;2023/06/15;Thu;Jun;6;Weekday;06:17:07.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/06/15;Thu;Jun;7;Weekday;07:19:38.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Lg;Hot chocolate;9;1;2023/06/15;Thu;Jun;7;Weekday;07:21:29.000;Morning
Lower Manhattan;Tea;Serenity Green Tea Rg;Brewed Green tea;5;1;2023/06/15;Thu;Jun;7;Weekday;07:49:22.000;Morning
Hell's Kitchen;Tea;Traditional Blend Chai Rg;Brewed Chai tea;5;1;2023/06/15;Thu;Jun;8;Weekday;08:08:36.000;Morning
Astoria;Coffee beans;Jamacian Coffee River;Premium Beans;19,75;1;2023/06/15;Thu;Jun;9;Weekday;09:22:22.000;Morning
Astoria;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/06/15;Thu;Jun;9;Weekday;09:23:27.000;Morning
Astoria;Tea;Spicy Eye Opener Chai Lg;Brewed Chai tea;6,2;1;2023/06/15;Thu;Jun;9;Weekday;09:39:41.000;Morning
Hell's Kitchen;Tea;English Breakfast Lg;Brewed Black tea;3;1;2023/06/15;Thu;Jun;9;Weekday;09:47:04.000;Morning
Astoria;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/06/15;Thu;Jun;9;Weekday;09:56:31.000;Morning
Lower Manhattan;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/06/15;Thu;Jun;10;Weekday;10:00:15.000;Morning
Astoria;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/06/15;Thu;Jun;10;Weekday;10:31:20.000;Morning
Hell's Kitchen;Bakery;Ginger Scone;Scone;3,25;1;2023/05/27;Sat;May;15;Weekend;15:54:50.000;Afternoon
Lower Manhattan;Bakery;Chocolate Chip Biscotti;Biscotti;3,5;1;2023/06/07;Wed;Jun;10;Weekday;10:32:22.000;Morning
Astoria;Coffee;Jamaican Coffee River Sm;Premium brewed coffee;4,9;1;2023/06/09;Fri;Jun;18;Weekday;18:46:44.000;Evening
Lower Manhattan;Coffee;Espresso shot;Barista Espresso;3;1;2023/06/13;Tue;Jun;15;Weekday;15:57:12.000;Afternoon
Hell's Kitchen;Bakery;Croissant;Pastry;3,5;1;2023/06/15;Thu;Jun;11;Weekday;11:13:05.000;Morning
Lower Manhattan;Coffee;Brazilian Sm;Organic brewed coffee;2,2;1;2023/06/15;Thu;Jun;12;Weekday;12:46:37.000;Afternoon
Hell's Kitchen;Coffee;Latte Rg;Barista Espresso;8,5;1;2023/06/15;Thu;Jun;13;Weekday;13:44:22.000;Afternoon
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/06/15;Thu;Jun;15;Weekday;15:12:06.000;Afternoon
Lower Manhattan;Coffee;Our Old Time Diner Blend Rg;Drip coffee;2,5;1;2023/06/15;Thu;Jun;15;Weekday;15:59:59.000;Afternoon
Lower Manhattan;Coffee;Columbian Medium Roast Lg;Gourmet brewed coffee;3;1;2023/06/15;Thu;Jun;16;Weekday;16:44:33.000;Evening
Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/06/15;Thu;Jun;18;Weekday;18:23:06.000;Evening
Astoria;Flavours;Chocolate syrup;Regular syrup;0,8;1;2023/06/15;Thu;Jun;18;Weekday;18:30:28.000;Evening
Lower Manhattan;Tea;Traditional Blend Chai Lg;Brewed Chai tea;3;1;2023/06/16;Fri;Jun;6;Weekday;06:29:00.000;Morning
Hell's Kitchen;Bakery;Oatmeal Scone;Scone;3;1;2023/06/16;Fri;Jun;6;Weekday;06:34:34.000;Morning
Hell's Kitchen;Coffee;Brazilian Lg;Organic brewed coffee;7;1;2023/06/16;Fri;Jun;6;Weekday;06:45:45.000;Morning
Hell's Kitchen;Coffee;Our Old Time Diner Blend Lg;Drip coffee;3;1;2023/06/16;Fri;Jun;6;Weekday;06:55:54.000;Morning
Hell's Kitchen;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;2,55;1;2023/06/16;Fri;Jun;7;Weekday;07:44:32.000;Morning
Lower Manhattan;Tea;Morning Sunrise Chai Lg;Brewed Chai tea;8;1;2023/06/16;Fri;Jun;7;Weekday;07:46:19.000;Morning
Astoria;Loose Tea;Traditional Blend Chai;Chai tea;8,95;1;2023/06/16;Fri;Jun;7;Weekday;07:48:37.000;Morning
Astoria;Tea;Serenity Green Tea Rg;Brewed Green tea;2,5;1;2023/06/16;Fri;Jun;8;Weekday;08:17:34.000;Morning
Lower Manhattan;Bakery;Cranberry Scone;Scone;3,25;1;2023/06/16;Fri;Jun;8;Weekday;08:19:09.000;Morning
Hell's Kitchen;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;5;1;2023/06/16;Fri;Jun;8;Weekday;08:19:40.000;Morning
Astoria;Drinking Chocolate;Sustainably Grown Organic Lg;Hot chocolate;9,5;1;2023/06/16;Fri;Jun;9;Weekday;09:07:45.000;Morning
Hell's Kitchen;Coffee;Ethiopia Rg;Gourmet brewed coffee;3;1;2023/06/16;Fri;Jun;9;Weekday;09:31:54.000;Morning
Astoria;Bakery;Cranberry Scone;Scone;3,25;1;2023/06/16;Fri;Jun;9;Weekday;09:49:08.000;Morning
Lower Manhattan;Tea;Spicy Eye Opener Chai Rg;Brewed Chai tea;5,1;1;2023/06/16;Fri;Jun;10;Weekday;10:15:17.000;Morning
Lower Manhattan;Coffee;Columbian Medium Roast Rg;Gourmet brewed coffee;2,5;1;2023/06/16;Fri;Jun;10;Weekday;10:48:18.000;Morning
Lower Manhattan;Packaged Chocolate;Sustainably Grown Organic;Organic Chocolate;7,6;1;2023/06/16;Fri;Jun;13;Weekday;13:35:30.000;Afternoon
Lower Manhattan;Coffee;Cappuccino Lg;Barista Espresso;4,25;1;2023/06/16;Fri;Jun;13;Weekday;13:42:14.000;Afternoon
Astoria;Bakery;Ginger Biscotti;Biscotti;3,5;1;2023/06/16;Fri;Jun;13;Weekday;13:54:07.000;Afternoon
Lower Manhattan;Tea;Peppermint Rg;Brewed herbal tea;5;1;2023/06/16;Fri;Jun;14;Weekday;14:47:49.000;Afternoon
Lower Manhattan;Coffee;Ethiopia Lg;Gourmet brewed coffee;3,5;1;2023/06/16;Fri;Jun;16;Weekday;16:13:02.000;Evening
Hell's Kitchen;Coffee;Brazilian Rg;Organic brewed coffee;3;1;2023/06/16;Fri;Jun;18;Weekday;18:39:27.000;Evening
Astoria;Bakery;Ginger Scone;Scone;3,25;1;2023/06/16;Fri;Jun;19;Weekday;19:14:52.000;Evening
Astoria;Coffee;Our Old Time Diner Blend Rg;Drip coffee;5;1;2023/06/16;Fri;Jun;19;Weekday;19:26:40.000;Evening
Lower Manhattan;Bakery;Ginger Scone;Scone;3,25;1;2023/06/17;Sat;Jun;6;Weekend;06:18:12.000;Morning
Lower Manhattan;Drinking Chocolate;Dark chocolate Rg;Hot chocolate;7;1;2023/06/17;Sat;Jun;8;Weekend;08:22:39.000;Morning
Astoria;Bakery;Hazelnut Biscotti;Biscotti;3,25;1;2023/06/17;Sat;Jun;8;Weekend;08:55:51.000;Morning
